manifest_index,project_id,project,tool,repetition,execution_status,terminal,returncode,attempt,started_at,ended_at,error_class,error_excerpt,source_run_dir,reservation_depth,canonical_state_present
108,alphatrans__commons-fileupload,commons-fileupload,alphatrans,1,failed,True,1,1,2026-08-06T10:41:13.160073Z,2026-08-06T15:11:46.486165Z,,M2 iter=1 passed=False M2 iter=2 passed=True M3 iter=1 passed=True M4 iter=1 passed=True M5 iter=1 passed=True M6 iter=1 passed=True M7 iter=1 passed=True M8 iter=1 passed=True M9 iter=1 passed=True M10 iter=1 passed=False M10 iter=2 passed=True M11 iter=1 passed=True M12 iter=1 passed=True M13 iter=1 passed=True M14 iter=1 passed=True M15 iter=1 passed=True M16 iter=1 passed=True M17 iter=1 passed=True M18 iter=1 passed=True M19 iter=1 passed=True M20 iter=1 passed=True M21 iter=1 passed=True M22 iter=1 passed=True M23 iter=1 passed=True M24 iter=1 passed=True M25 iter=1 passed=True M26 iter=1 passed=True M27 iter=1 passed=True,/opt/codeweaver-gpt-sol-comparison/runs/full/alphatrans__commons-fileupload/rep1,0,True
108,alphatrans__commons-fileupload,commons-fileupload,alphatrans,2,completed,True,0,1,2026-08-06T11:17:40.069154Z,2026-08-06T12:59:47.968233Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/alphatrans__commons-fileupload/rep2,0,True
109,alphatrans__commons-validator,commons-validator,alphatrans,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-validator/rep0,2,True
109,alphatrans__commons-validator,commons-validator,alphatrans,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-validator/rep1,2,True
109,alphatrans__commons-validator,commons-validator,alphatrans,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/alphatrans__commons-validator/rep2,2,True
110,skel__bst,bst,skel,0,completed,True,0,1,2026-08-05T17:19:29.648089Z,2026-08-05T18:06:37.931932Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/skel__bst/rep0,0,True
110,skel__bst,bst,skel,1,completed,True,0,1,2026-08-06T12:59:47.985545Z,2026-08-06T13:43:56.307516Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/skel__bst/rep1,0,True
110,skel__bst,bst,skel,2,completed,True,0,1,2026-08-06T13:43:56.311606Z,2026-08-06T15:48:17.296356Z,,,/opt/codeweaver-gpt-sol-comparison/runs/full/skel__bst/rep2,0,True
111,skel__colorsys,colorsys,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__colorsys/rep0,2,True
111,skel__colorsys,colorsys,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__colorsys/rep1,2,True
111,skel__colorsys,colorsys,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__colorsys/rep2,2,True
112,skel__heapq,heapq,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__heapq/rep0,2,True
112,skel__heapq,heapq,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__heapq/rep1,2,True
112,skel__heapq,heapq,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__heapq/rep2,2,True
113,skel__html,html,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__html/rep0,2,True
113,skel__html,html,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__html/rep1,2,True
113,skel__html,html,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__html/rep2,2,True
114,skel__mathgen,mathgen,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__mathgen/rep0,2,True
114,skel__mathgen,mathgen,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__mathgen/rep1,2,True
114,skel__mathgen,mathgen,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__mathgen/rep2,2,True
115,skel__rbt,rbt,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__rbt/rep0,2,True
115,skel__rbt,rbt,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__rbt/rep1,2,True
115,skel__rbt,rbt,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__rbt/rep2,2,True
116,skel__strsim,strsim,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__strsim/rep0,2,True
116,skel__strsim,strsim,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__strsim/rep1,2,True
116,skel__strsim,strsim,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__strsim/rep2,2,True
117,skel__toml,toml,skel,0,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__toml/rep0,2,True
117,skel__toml,toml,skel,1,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__toml/rep1,2,True
117,skel__toml,toml,skel,2,queued,False,,,,,,,/opt/codeweaver-gpt-sol-comparison/runs-shard6/full/skel__toml/rep2,2,True
